village,plot_number,category
village_Malatavadi,906,Category B: Multiple possible alignments
village_Malatavadi,907,Category B: Multiple possible alignments
village_Malatavadi,908,Category B: Multiple possible alignments
village_Malatavadi,909,Category B: Multiple possible alignments
village_Malatavadi,91/A,Category B: Multiple possible alignments
village_Malatavadi,91/B,Category B: Multiple possible alignments
village_Malatavadi,910,Category B: Multiple possible alignments
village_Malatavadi,911,Category B: Multiple possible alignments
village_Malatavadi,912,Category B: Multiple possible alignments
village_Malatavadi,913,Category B: Multiple possible alignments
village_Malatavadi,914,Category B: Multiple possible alignments
village_Malatavadi,915,Category B: Multiple possible alignments
village_Malatavadi,916,Category B: Multiple possible alignments
village_Malatavadi,917,Category B: Multiple possible alignments
village_Malatavadi,918,Category B: Multiple possible alignments
village_Malatavadi,919,Category B: Multiple possible alignments
village_Malatavadi,92,Category B: Multiple possible alignments
village_Malatavadi,920,Category B: Multiple possible alignments
village_Malatavadi,921,Category B: Multiple possible alignments
village_Malatavadi,922,Category B: Multiple possible alignments
village_Malatavadi,923,Category B: Multiple possible alignments
village_Malatavadi,924,Category B: Multiple possible alignments
village_Malatavadi,925,Category B: Multiple possible alignments
village_Malatavadi,926,Category E: Global shift incorrect
village_Malatavadi,927/A,Category B: Multiple possible alignments
village_Malatavadi,927/B,Category B: Multiple possible alignments
village_Malatavadi,928,Category B: Multiple possible alignments
village_Malatavadi,929,Category B: Multiple possible alignments
village_Malatavadi,93,Category B: Multiple possible alignments
village_Malatavadi,930,Category B: Multiple possible alignments
village_Malatavadi,931,Category B: Multiple possible alignments
village_Malatavadi,932,Category B: Multiple possible alignments
village_Malatavadi,933,Category B: Multiple possible alignments
village_Malatavadi,934,Category B: Multiple possible alignments
village_Malatavadi,935,Category B: Multiple possible alignments
village_Malatavadi,936/A,Category E: Global shift incorrect
village_Malatavadi,936/B,Category B: Multiple possible alignments
village_Malatavadi,937,Category B: Multiple possible alignments
village_Malatavadi,938,Category B: Multiple possible alignments
village_Malatavadi,939,Category B: Multiple possible alignments
village_Malatavadi,94,Category B: Multiple possible alignments
village_Malatavadi,940,Category B: Multiple possible alignments
village_Malatavadi,941,Category B: Multiple possible alignments
village_Malatavadi,942,Category B: Multiple possible alignments
village_Malatavadi,943,Category B: Multiple possible alignments
village_Malatavadi,944,Category B: Multiple possible alignments
village_Malatavadi,945,Category B: Multiple possible alignments
village_Malatavadi,946,Category B: Multiple possible alignments
village_Malatavadi,947,Category B: Multiple possible alignments
village_Malatavadi,948,Category B: Multiple possible alignments
village_Malatavadi,949,Category B: Multiple possible alignments
village_Malatavadi,95,Category J: Unknown
village_Malatavadi,950,Category B: Multiple possible alignments
village_Malatavadi,951,Category B: Multiple possible alignments
village_Malatavadi,952/A,Category B: Multiple possible alignments
village_Malatavadi,952/B,Category B: Multiple possible alignments
village_Malatavadi,953,Category B: Multiple possible alignments
village_Malatavadi,954,Category B: Multiple possible alignments
village_Malatavadi,955,Category B: Multiple possible alignments
village_Malatavadi,956,Category B: Multiple possible alignments
village_Malatavadi,957,Category B: Multiple possible alignments
village_Malatavadi,958,Category B: Multiple possible alignments
village_Malatavadi,959,Category B: Multiple possible alignments
village_Malatavadi,96,Category J: Unknown
village_Malatavadi,960,Category B: Multiple possible alignments
village_Malatavadi,961,Category B: Multiple possible alignments
village_Malatavadi,962,Category B: Multiple possible alignments
village_Malatavadi,963,Category B: Multiple possible alignments
village_Malatavadi,964,Category B: Multiple possible alignments
village_Malatavadi,965/A,Category B: Multiple possible alignments
village_Malatavadi,965/B,Category B: Multiple possible alignments
village_Malatavadi,966,Category E: Global shift incorrect
village_Malatavadi,967,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,968,Category J: Unknown
village_Malatavadi,969,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,97,Category B: Multiple possible alignments
village_Malatavadi,970/A,Category B: Multiple possible alignments
village_Malatavadi,970/B,Category B: Multiple possible alignments
village_Malatavadi,971,Category B: Multiple possible alignments
village_Malatavadi,972,Category B: Multiple possible alignments
village_Malatavadi,973,Category B: Multiple possible alignments
village_Malatavadi,974,Category B: Multiple possible alignments
village_Malatavadi,975,Category F: Neighbor regularization moved plot incorrectly
village_Malatavadi,976,Category B: Multiple possible alignments
village_Malatavadi,977,Category B: Multiple possible alignments
village_Malatavadi,978,Category B: Multiple possible alignments
village_Malatavadi,979,Category B: Multiple possible alignments
village_Malatavadi,98,Category B: Multiple possible alignments
village_Malatavadi,980,Category B: Multiple possible alignments
village_Malatavadi,981,Category B: Multiple possible alignments
village_Malatavadi,982,Category B: Multiple possible alignments
village_Malatavadi,983,Category B: Multiple possible alignments
village_Malatavadi,984,Category B: Multiple possible alignments
village_Malatavadi,985,Category B: Multiple possible alignments
village_Malatavadi,986,Category B: Multiple possible alignments
village_Malatavadi,987,Category B: Multiple possible alignments
village_Malatavadi,988,Category B: Multiple possible alignments
village_Malatavadi,989/A,Category B: Multiple possible alignments
village_Malatavadi,989/B,Category B: Multiple possible alignments
village_Malatavadi,989/C,Category J: Unknown
village_Malatavadi,99,Category B: Multiple possible alignments
village_Malatavadi,990,Category B: Multiple possible alignments
village_Malatavadi,991,Category B: Multiple possible alignments
village_Malatavadi,992,Category B: Multiple possible alignments
village_Malatavadi,993,Category B: Multiple possible alignments
village_Malatavadi,994,Category B: Multiple possible alignments
village_Malatavadi,995,Category E: Global shift incorrect
village_Malatavadi,996,Category B: Multiple possible alignments
village_Malatavadi,997/A,Category B: Multiple possible alignments
village_Malatavadi,997/B,Category B: Multiple possible alignments
village_Malatavadi,997/C,Category B: Multiple possible alignments
village_Malatavadi,998,Category B: Multiple possible alignments
village_Malatavadi,999,Category B: Multiple possible alignments
village_Vadnerbhairav,1,Category B: Multiple possible alignments
village_Vadnerbhairav,10,Category B: Multiple possible alignments
village_Vadnerbhairav,100,Category B: Multiple possible alignments
village_Vadnerbhairav,1000,Category B: Multiple possible alignments
village_Vadnerbhairav,1001,Category B: Multiple possible alignments
village_Vadnerbhairav,1002,Category B: Multiple possible alignments
village_Vadnerbhairav,1003,Category B: Multiple possible alignments
village_Vadnerbhairav,1004,Category B: Multiple possible alignments
village_Vadnerbhairav,1005,Category B: Multiple possible alignments
village_Vadnerbhairav,1006,Category B: Multiple possible alignments
village_Vadnerbhairav,1007,Category B: Multiple possible alignments
village_Vadnerbhairav,1008,Category B: Multiple possible alignments
village_Vadnerbhairav,1009,Category B: Multiple possible alignments
village_Vadnerbhairav,101,Category B: Multiple possible alignments
village_Vadnerbhairav,1010,Category B: Multiple possible alignments
village_Vadnerbhairav,1011,Category B: Multiple possible alignments
village_Vadnerbhairav,1012,Category B: Multiple possible alignments
village_Vadnerbhairav,1013,Category B: Multiple possible alignments
village_Vadnerbhairav,1014,Category B: Multiple possible alignments
village_Vadnerbhairav,1015,Category B: Multiple possible alignments
village_Vadnerbhairav,1016,Category B: Multiple possible alignments
village_Vadnerbhairav,1017,Category B: Multiple possible alignments
village_Vadnerbhairav,1018,Category B: Multiple possible alignments
village_Vadnerbhairav,1019,Category B: Multiple possible alignments
village_Vadnerbhairav,102,Category B: Multiple possible alignments
village_Vadnerbhairav,1020,Category B: Multiple possible alignments
village_Vadnerbhairav,1021,Category B: Multiple possible alignments
village_Vadnerbhairav,1022,Category B: Multiple possible alignments
village_Vadnerbhairav,1023,Category B: Multiple possible alignments
village_Vadnerbhairav,1024,Category B: Multiple possible alignments
village_Vadnerbhairav,1025,Category B: Multiple possible alignments
village_Vadnerbhairav,1026,Category B: Multiple possible alignments
village_Vadnerbhairav,1027,Category B: Multiple possible alignments
village_Vadnerbhairav,1028,Category B: Multiple possible alignments
village_Vadnerbhairav,1029,Category B: Multiple possible alignments
village_Vadnerbhairav,103,Category B: Multiple possible alignments
village_Vadnerbhairav,1030,Category B: Multiple possible alignments
village_Vadnerbhairav,1031,Category B: Multiple possible alignments
village_Vadnerbhairav,1032,Category B: Multiple possible alignments
village_Vadnerbhairav,1033,Category B: Multiple possible alignments
village_Vadnerbhairav,1034,Category B: Multiple possible alignments
village_Vadnerbhairav,1035,Category B: Multiple possible alignments
village_Vadnerbhairav,1036,Category B: Multiple possible alignments
village_Vadnerbhairav,1037,Category B: Multiple possible alignments
village_Vadnerbhairav,1038,Category B: Multiple possible alignments
village_Vadnerbhairav,1039,Category B: Multiple possible alignments
village_Vadnerbhairav,104,Category B: Multiple possible alignments
village_Vadnerbhairav,1040,Category B: Multiple possible alignments
village_Vadnerbhairav,1041,Category B: Multiple possible alignments
village_Vadnerbhairav,1042,Category B: Multiple possible alignments
village_Vadnerbhairav,1043,Category B: Multiple possible alignments
village_Vadnerbhairav,1044,Category B: Multiple possible alignments
village_Vadnerbhairav,1045,Category F: Neighbor regularization moved plot incorrectly
village_Vadnerbhairav,1046,Category B: Multiple possible alignments
village_Vadnerbhairav,1047,Category B: Multiple possible alignments
village_Vadnerbhairav,1048,Category B: Multiple possible alignments
village_Vadnerbhairav,1049,Category B: Multiple possible alignments
village_Vadnerbhairav,105,Category B: Multiple possible alignments
village_Vadnerbhairav,1050,Category B: Multiple possible alignments
village_Vadnerbhairav,1051,Category B: Multiple possible alignments
village_Vadnerbhairav,1052,Category B: Multiple possible alignments
village_Vadnerbhairav,1053,Category B: Multiple possible alignments
village_Vadnerbhairav,1054,Category B: Multiple possible alignments
village_Vadnerbhairav,1055,Category B: Multiple possible alignments
village_Vadnerbhairav,1056,Category B: Multiple possible alignments
village_Vadnerbhairav,1057,Category B: Multiple possible alignments
village_Vadnerbhairav,1058,Category B: Multiple possible alignments
village_Vadnerbhairav,1059,Category B: Multiple possible alignments
village_Vadnerbhairav,106,Category B: Multiple possible alignments
village_Vadnerbhairav,1060,Category B: Multiple possible alignments
village_Vadnerbhairav,1061,Category B: Multiple possible alignments
village_Vadnerbhairav,1062,Category B: Multiple possible alignments
village_Vadnerbhairav,1063,Category B: Multiple possible alignments
village_Vadnerbhairav,1064,Category B: Multiple possible alignments
village_Vadnerbhairav,1065,Category B: Multiple possible alignments
village_Vadnerbhairav,1066,Category B: Multiple possible alignments
village_Vadnerbhairav,1067,Category B: Multiple possible alignments
village_Vadnerbhairav,1068,Category B: Multiple possible alignments
village_Vadnerbhairav,1069,Category B: Multiple possible alignments
village_Vadnerbhairav,107,Category B: Multiple possible alignments
village_Vadnerbhairav,1070,Category B: Multiple possible alignments
village_Vadnerbhairav,1071,Category B: Multiple possible alignments
village_Vadnerbhairav,1072,Category B: Multiple possible alignments
village_Vadnerbhairav,1073,Category B: Multiple possible alignments
village_Vadnerbhairav,1074,Category B: Multiple possible alignments
village_Vadnerbhairav,1075,Category B: Multiple possible alignments
village_Vadnerbhairav,1076,Category B: Multiple possible alignments
village_Vadnerbhairav,1077,Category B: Multiple possible alignments
village_Vadnerbhairav,1078/A,Category B: Multiple possible alignments
village_Vadnerbhairav,1078/B,Category B: Multiple possible alignments
village_Vadnerbhairav,1079,Category B: Multiple possible alignments
village_Vadnerbhairav,108,Category B: Multiple possible alignments
village_Vadnerbhairav,1080,Category B: Multiple possible alignments
village_Vadnerbhairav,1081,Category B: Multiple possible alignments
village_Vadnerbhairav,1082,Category J: Unknown
village_Vadnerbhairav,1083,Category B: Multiple possible alignments
village_Vadnerbhairav,1084,Category B: Multiple possible alignments
village_Vadnerbhairav,1085,Category B: Multiple possible alignments
village_Vadnerbhairav,1086,Category B: Multiple possible alignments
village_Vadnerbhairav,1087,Category B: Multiple possible alignments
village_Vadnerbhairav,1088,Category B: Multiple possible alignments
village_Vadnerbhairav,1089,Category B: Multiple possible alignments
village_Vadnerbhairav,109,Category B: Multiple possible alignments
village_Vadnerbhairav,1090,Category B: Multiple possible alignments
village_Vadnerbhairav,1091,Category B: Multiple possible alignments
village_Vadnerbhairav,1092,Category B: Multiple possible alignments
village_Vadnerbhairav,1093,Category B: Multiple possible alignments
village_Vadnerbhairav,1094,Category B: Multiple possible alignments
village_Vadnerbhairav,1095,Category B: Multiple possible alignments
village_Vadnerbhairav,1096,Category B: Multiple possible alignments
village_Vadnerbhairav,1097,Category B: Multiple possible alignments
village_Vadnerbhairav,1098,Category B: Multiple possible alignments
village_Vadnerbhairav,1099,Category B: Multiple possible alignments
village_Vadnerbhairav,11,Category B: Multiple possible alignments
village_Vadnerbhairav,110,Category B: Multiple possible alignments
village_Vadnerbhairav,1100,Category B: Multiple possible alignments
village_Vadnerbhairav,1101,Category B: Multiple possible alignments
village_Vadnerbhairav,1102,Category B: Multiple possible alignments
village_Vadnerbhairav,1103,Category B: Multiple possible alignments
village_Vadnerbhairav,1104,Category B: Multiple possible alignments
village_Vadnerbhairav,1105,Category B: Multiple possible alignments
village_Vadnerbhairav,1106,Category B: Multiple possible alignments
village_Vadnerbhairav,1107,Category B: Multiple possible alignments
village_Vadnerbhairav,1108,Category B: Multiple possible alignments
village_Vadnerbhairav,1109,Category B: Multiple possible alignments
village_Vadnerbhairav,111,Category B: Multiple possible alignments
village_Vadnerbhairav,1110/A,Category B: Multiple possible alignments
village_Vadnerbhairav,1110/B,Category B: Multiple possible alignments
village_Vadnerbhairav,1111,Category B: Multiple possible alignments
village_Vadnerbhairav,1112,Category B: Multiple possible alignments
village_Vadnerbhairav,1113,Category B: Multiple possible alignments
village_Vadnerbhairav,1114,Category B: Multiple possible alignments
village_Vadnerbhairav,1115,Category B: Multiple possible alignments
village_Vadnerbhairav,1116,Category B: Multiple possible alignments
village_Vadnerbhairav,1117,Category B: Multiple possible alignments
village_Vadnerbhairav,1118,Category B: Multiple possible alignments
village_Vadnerbhairav,1119,Category B: Multiple possible alignments
village_Vadnerbhairav,112,Category B: Multiple possible alignments
village_Vadnerbhairav,1120,Category B: Multiple possible alignments
village_Vadnerbhairav,1121,Category B: Multiple possible alignments
village_Vadnerbhairav,1122,Category B: Multiple possible alignments
village_Vadnerbhairav,1123,Category B: Multiple possible alignments
village_Vadnerbhairav,1124/A,Category B: Multiple possible alignments
village_Vadnerbhairav,1124/B,Category B: Multiple possible alignments
village_Vadnerbhairav,1125,Category B: Multiple possible alignments
village_Vadnerbhairav,1126,Category B: Multiple possible alignments
village_Vadnerbhairav,1127,Category B: Multiple possible alignments
village_Vadnerbhairav,1128,Category B: Multiple possible alignments
village_Vadnerbhairav,113,Category B: Multiple possible alignments
village_Vadnerbhairav,1130,Category B: Multiple possible alignments
village_Vadnerbhairav,1131,Category B: Multiple possible alignments
village_Vadnerbhairav,1132,Category B: Multiple possible alignments
village_Vadnerbhairav,1133,Category B: Multiple possible alignments
village_Vadnerbhairav,1134,Category B: Multiple possible alignments
village_Vadnerbhairav,1135,Category B: Multiple possible alignments
village_Vadnerbhairav,1136,Category B: Multiple possible alignments
village_Vadnerbhairav,1137,Category B: Multiple possible alignments
village_Vadnerbhairav,1138,Category B: Multiple possible alignments
village_Vadnerbhairav,1139,Category B: Multiple possible alignments
village_Vadnerbhairav,114,Category B: Multiple possible alignments
village_Vadnerbhairav,1140,Category B: Multiple possible alignments
village_Vadnerbhairav,1141,Category B: Multiple possible alignments
village_Vadnerbhairav,1142,Category B: Multiple possible alignments
village_Vadnerbhairav,1143,Category E: Global shift incorrect
village_Vadnerbhairav,1144,Category B: Multiple possible alignments
village_Vadnerbhairav,1145,Category B: Multiple possible alignments
village_Vadnerbhairav,1146,Category B: Multiple possible alignments
village_Vadnerbhairav,1147,Category B: Multiple possible alignments
village_Vadnerbhairav,1148,Category B: Multiple possible alignments
village_Vadnerbhairav,1149,Category B: Multiple possible alignments
village_Vadnerbhairav,115,Category B: Multiple possible alignments
village_Vadnerbhairav,1150,Category B: Multiple possible alignments
village_Vadnerbhairav,1151,Category B: Multiple possible alignments
village_Vadnerbhairav,1152,Category B: Multiple possible alignments
village_Vadnerbhairav,1153,Category B: Multiple possible alignments
village_Vadnerbhairav,1154,Category B: Multiple possible alignments
village_Vadnerbhairav,1156,Category B: Multiple possible alignments
village_Vadnerbhairav,1157,Category B: Multiple possible alignments
village_Vadnerbhairav,1158,Category B: Multiple possible alignments
village_Vadnerbhairav,1159,Category B: Multiple possible alignments
village_Vadnerbhairav,116,Category B: Multiple possible alignments
village_Vadnerbhairav,1160,Category B: Multiple possible alignments
village_Vadnerbhairav,1161,Category B: Multiple possible alignments
village_Vadnerbhairav,1162,Category B: Multiple possible alignments
village_Vadnerbhairav,1163,Category B: Multiple possible alignments
village_Vadnerbhairav,1164,Category B: Multiple possible alignments
village_Vadnerbhairav,1165,Category B: Multiple possible alignments
village_Vadnerbhairav,1166,Category B: Multiple possible alignments
village_Vadnerbhairav,1167,Category B: Multiple possible alignments
village_Vadnerbhairav,1168,Category B: Multiple possible alignments
village_Vadnerbhairav,1169,Category B: Multiple possible alignments
village_Vadnerbhairav,117,Category B: Multiple possible alignments
village_Vadnerbhairav,1173,Category B: Multiple possible alignments
village_Vadnerbhairav,1174,Category B: Multiple possible alignments
village_Vadnerbhairav,1175,Category B: Multiple possible alignments
village_Vadnerbhairav,1176,Category B: Multiple possible alignments
village_Vadnerbhairav,1177,Category B: Multiple possible alignments
village_Vadnerbhairav,1178,Category B: Multiple possible alignments
village_Vadnerbhairav,1179,Category B: Multiple possible alignments
village_Vadnerbhairav,118,Category B: Multiple possible alignments
village_Vadnerbhairav,1180,Category B: Multiple possible alignments
village_Vadnerbhairav,1181,Category B: Multiple possible alignments
village_Vadnerbhairav,1182,Category B: Multiple possible alignments
village_Vadnerbhairav,1183,Category B: Multiple possible alignments
village_Vadnerbhairav,1184,Category B: Multiple possible alignments
village_Vadnerbhairav,1185,Category B: Multiple possible alignments
village_Vadnerbhairav,1186,Category B: Multiple possible alignments
village_Vadnerbhairav,1187,Category B: Multiple possible alignments
village_Vadnerbhairav,1188,Category B: Multiple possible alignments
village_Vadnerbhairav,1189,Category B: Multiple possible alignments
village_Vadnerbhairav,119,Category B: Multiple possible alignments
village_Vadnerbhairav,1190,Category B: Multiple possible alignments
village_Vadnerbhairav,1191,Category B: Multiple possible alignments
village_Vadnerbhairav,1192,Category B: Multiple possible alignments
village_Vadnerbhairav,1193,Category B: Multiple possible alignments
village_Vadnerbhairav,1194,Category B: Multiple possible alignments
village_Vadnerbhairav,1195,Category B: Multiple possible alignments
village_Vadnerbhairav,1196,Category B: Multiple possible alignments
village_Vadnerbhairav,1197,Category B: Multiple possible alignments
village_Vadnerbhairav,1198,Category B: Multiple possible alignments
village_Vadnerbhairav,1199,Category B: Multiple possible alignments
village_Vadnerbhairav,12,Category B: Multiple possible alignments
village_Vadnerbhairav,120,Category B: Multiple possible alignments
village_Vadnerbhairav,1200,Category B: Multiple possible alignments
village_Vadnerbhairav,1201,Category B: Multiple possible alignments
village_Vadnerbhairav,1202,Category B: Multiple possible alignments
village_Vadnerbhairav,1203,Category B: Multiple possible alignments
village_Vadnerbhairav,1204,Category B: Multiple possible alignments
village_Vadnerbhairav,1205,Category B: Multiple possible alignments
village_Vadnerbhairav,1206,Category B: Multiple possible alignments
village_Vadnerbhairav,1207,Category B: Multiple possible alignments
village_Vadnerbhairav,1208,Category B: Multiple possible alignments
village_Vadnerbhairav,1209,Category B: Multiple possible alignments
village_Vadnerbhairav,121,Category B: Multiple possible alignments
village_Vadnerbhairav,1210,Category B: Multiple possible alignments
village_Vadnerbhairav,1211,Category B: Multiple possible alignments
village_Vadnerbhairav,1212,Category B: Multiple possible alignments
village_Vadnerbhairav,1213,Category B: Multiple possible alignments
village_Vadnerbhairav,1214,Category B: Multiple possible alignments
village_Vadnerbhairav,1215,Category B: Multiple possible alignments
village_Vadnerbhairav,1216,Category B: Multiple possible alignments
village_Vadnerbhairav,1217,Category B: Multiple possible alignments
village_Vadnerbhairav,1218,Category B: Multiple possible alignments
village_Vadnerbhairav,1219,Category B: Multiple possible alignments
village_Vadnerbhairav,122,Category B: Multiple possible alignments
village_Vadnerbhairav,1220,Category B: Multiple possible alignments
village_Vadnerbhairav,1221,Category B: Multiple possible alignments
village_Vadnerbhairav,1222,Category B: Multiple possible alignments
village_Vadnerbhairav,1223,Category B: Multiple possible alignments
village_Vadnerbhairav,1224,Category B: Multiple possible alignments
village_Vadnerbhairav,1225,Category B: Multiple possible alignments
village_Vadnerbhairav,1226,Category B: Multiple possible alignments
village_Vadnerbhairav,1227,Category B: Multiple possible alignments
village_Vadnerbhairav,1228,Category B: Multiple possible alignments
village_Vadnerbhairav,1229,Category B: Multiple possible alignments
village_Vadnerbhairav,123,Category B: Multiple possible alignments
village_Vadnerbhairav,1230,Category B: Multiple possible alignments
village_Vadnerbhairav,1231,Category B: Multiple possible alignments
village_Vadnerbhairav,1232,Category B: Multiple possible alignments
village_Vadnerbhairav,1233,Category B: Multiple possible alignments
village_Vadnerbhairav,1234,Category B: Multiple possible alignments
village_Vadnerbhairav,1235,Category B: Multiple possible alignments
village_Vadnerbhairav,1236,Category B: Multiple possible alignments
village_Vadnerbhairav,1237,Category B: Multiple possible alignments
village_Vadnerbhairav,1238,Category B: Multiple possible alignments
village_Vadnerbhairav,1239,Category B: Multiple possible alignments
village_Vadnerbhairav,124,Category B: Multiple possible alignments
village_Vadnerbhairav,1240,Category B: Multiple possible alignments
village_Vadnerbhairav,1241,Category B: Multiple possible alignments
village_Vadnerbhairav,1242,Category B: Multiple possible alignments
village_Vadnerbhairav,1243,Category B: Multiple possible alignments
village_Vadnerbhairav,1244,Category B: Multiple possible alignments
village_Vadnerbhairav,1245,Category B: Multiple possible alignments
village_Vadnerbhairav,1247,Category B: Multiple possible alignments
village_Vadnerbhairav,1248,Category B: Multiple possible alignments
village_Vadnerbhairav,1249,Category B: Multiple possible alignments
village_Vadnerbhairav,125,Category B: Multiple possible alignments
village_Vadnerbhairav,1250,Category B: Multiple possible alignments
village_Vadnerbhairav,1251,Category B: Multiple possible alignments
village_Vadnerbhairav,1252,Category B: Multiple possible alignments
village_Vadnerbhairav,1253,Category B: Multiple possible alignments
village_Vadnerbhairav,1254,Category B: Multiple possible alignments
village_Vadnerbhairav,1255,Category B: Multiple possible alignments
village_Vadnerbhairav,1256,Category B: Multiple possible alignments
village_Vadnerbhairav,1257,Category B: Multiple possible alignments
village_Vadnerbhairav,1258,Category B: Multiple possible alignments
village_Vadnerbhairav,1259,Category B: Multiple possible alignments
village_Vadnerbhairav,126,Category B: Multiple possible alignments
village_Vadnerbhairav,1260,Category B: Multiple possible alignments
village_Vadnerbhairav,1261,Category B: Multiple possible alignments
village_Vadnerbhairav,1262,Category B: Multiple possible alignments
village_Vadnerbhairav,1263,Category B: Multiple possible alignments
village_Vadnerbhairav,1264,Category B: Multiple possible alignments
village_Vadnerbhairav,1265,Category B: Multiple possible alignments
village_Vadnerbhairav,1266,Category B: Multiple possible alignments
village_Vadnerbhairav,1267,Category B: Multiple possible alignments
village_Vadnerbhairav,1268,Category B: Multiple possible alignments
village_Vadnerbhairav,1269,Category B: Multiple possible alignments
village_Vadnerbhairav,127,Category B: Multiple possible alignments
village_Vadnerbhairav,1270,Category B: Multiple possible alignments
village_Vadnerbhairav,1271,Category B: Multiple possible alignments
village_Vadnerbhairav,1272,Category B: Multiple possible alignments
village_Vadnerbhairav,1273,Category B: Multiple possible alignments
village_Vadnerbhairav,1274,Category B: Multiple possible alignments
village_Vadnerbhairav,1275,Category B: Multiple possible alignments
village_Vadnerbhairav,1276,Category B: Multiple possible alignments
village_Vadnerbhairav,1277,Category B: Multiple possible alignments
village_Vadnerbhairav,1278,Category B: Multiple possible alignments
village_Vadnerbhairav,1279,Category B: Multiple possible alignments
village_Vadnerbhairav,128,Category B: Multiple possible alignments
village_Vadnerbhairav,1280,Category B: Multiple possible alignments
village_Vadnerbhairav,1281,Category B: Multiple possible alignments
village_Vadnerbhairav,1282,Category B: Multiple possible alignments
village_Vadnerbhairav,1283,Category B: Multiple possible alignments
village_Vadnerbhairav,1284,Category B: Multiple possible alignments
village_Vadnerbhairav,1285,Category B: Multiple possible alignments
village_Vadnerbhairav,1286,Category B: Multiple possible alignments
village_Vadnerbhairav,1287,Category B: Multiple possible alignments
village_Vadnerbhairav,1288,Category B: Multiple possible alignments
village_Vadnerbhairav,1289,Category B: Multiple possible alignments
village_Vadnerbhairav,129,Category B: Multiple possible alignments
village_Vadnerbhairav,1290,Category B: Multiple possible alignments
village_Vadnerbhairav,1291,Category B: Multiple possible alignments
village_Vadnerbhairav,1292,Category B: Multiple possible alignments
village_Vadnerbhairav,1293,Category B: Multiple possible alignments
village_Vadnerbhairav,1294,Category B: Multiple possible alignments
village_Vadnerbhairav,1295,Category B: Multiple possible alignments
village_Vadnerbhairav,1296,Category B: Multiple possible alignments
village_Vadnerbhairav,1297,Category B: Multiple possible alignments
village_Vadnerbhairav,1298,Category B: Multiple possible alignments
village_Vadnerbhairav,1299,Category B: Multiple possible alignments
village_Vadnerbhairav,13,Category B: Multiple possible alignments
village_Vadnerbhairav,130,Category B: Multiple possible alignments
village_Vadnerbhairav,1300,Category B: Multiple possible alignments
village_Vadnerbhairav,1301,Category B: Multiple possible alignments
village_Vadnerbhairav,1302,Category B: Multiple possible alignments
village_Vadnerbhairav,1303,Category B: Multiple possible alignments
village_Vadnerbhairav,1304,Category B: Multiple possible alignments
village_Vadnerbhairav,1305,Category B: Multiple possible alignments
village_Vadnerbhairav,1306,Category B: Multiple possible alignments
village_Vadnerbhairav,1307,Category B: Multiple possible alignments
village_Vadnerbhairav,1308,Category B: Multiple possible alignments
village_Vadnerbhairav,1309,Category B: Multiple possible alignments
village_Vadnerbhairav,131,Category B: Multiple possible alignments
village_Vadnerbhairav,1310,Category B: Multiple possible alignments
village_Vadnerbhairav,1311,Category B: Multiple possible alignments
village_Vadnerbhairav,1312,Category B: Multiple possible alignments
village_Vadnerbhairav,1313,Category B: Multiple possible alignments
village_Vadnerbhairav,1314,Category B: Multiple possible alignments
village_Vadnerbhairav,1315,Category B: Multiple possible alignments
village_Vadnerbhairav,1316,Category B: Multiple possible alignments
village_Vadnerbhairav,1317,Category B: Multiple possible alignments
village_Vadnerbhairav,1318/A,Category B: Multiple possible alignments
village_Vadnerbhairav,1318/B,Category B: Multiple possible alignments
village_Vadnerbhairav,1319,Category B: Multiple possible alignments
village_Vadnerbhairav,132,Category B: Multiple possible alignments
village_Vadnerbhairav,1320,Category B: Multiple possible alignments
village_Vadnerbhairav,1321,Category B: Multiple possible alignments
village_Vadnerbhairav,1322,Category B: Multiple possible alignments
village_Vadnerbhairav,1323,Category B: Multiple possible alignments
village_Vadnerbhairav,1324,Category B: Multiple possible alignments
village_Vadnerbhairav,1325,Category B: Multiple possible alignments
village_Vadnerbhairav,1326,Category B: Multiple possible alignments
village_Vadnerbhairav,1327,Category B: Multiple possible alignments
village_Vadnerbhairav,1328,Category B: Multiple possible alignments
village_Vadnerbhairav,1329,Category B: Multiple possible alignments
village_Vadnerbhairav,133,Category B: Multiple possible alignments
village_Vadnerbhairav,1330,Category B: Multiple possible alignments
village_Vadnerbhairav,1331,Category B: Multiple possible alignments
village_Vadnerbhairav,1332,Category B: Multiple possible alignments
village_Vadnerbhairav,1333,Category B: Multiple possible alignments
village_Vadnerbhairav,1334,Category B: Multiple possible alignments
village_Vadnerbhairav,1335,Category B: Multiple possible alignments
village_Vadnerbhairav,1336,Category B: Multiple possible alignments
village_Vadnerbhairav,1337,Category B: Multiple possible alignments
village_Vadnerbhairav,1338/A,Category B: Multiple possible alignments
village_Vadnerbhairav,1338/B,Category B: Multiple possible alignments
village_Vadnerbhairav,1339,Category B: Multiple possible alignments
village_Vadnerbhairav,134,Category B: Multiple possible alignments
village_Vadnerbhairav,1340,Category B: Multiple possible alignments
village_Vadnerbhairav,1341,Category B: Multiple possible alignments
village_Vadnerbhairav,1342,Category B: Multiple possible alignments
village_Vadnerbhairav,1349,Category B: Multiple possible alignments
village_Vadnerbhairav,135,Category B: Multiple possible alignments
